EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.09E+00,-13.63E+00,+0.15E+00,-6.776E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.94E+00,-13.73E+00,+0.41E+00,-6.829E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.79E+00,-13.84E+00,+0.67E+00,-6.875E+00
2,09/2/2026,14:58:41.564,-0.14E+00,-0.05E+00,+0.00E+00,-0.05E+00,+12.62E+00,-13.93E+00,+0.92E+00,-6.920E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+12.47E+00,-14.02E+00,+1.18E+00,-6.966E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.30E+00,-14.12E+00,+1.43E+00,-7.012E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.13E+00,-14.21E+00,+1.69E+00,-7.058E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.96E+00,-14.28E+00,+1.95E+00,-7.096E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.80E+00,-14.38E+00,+2.21E+00,-7.142E+00
2,09/2/2026,14:58:41.564,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.63E+00,-14.45E+00,+2.46E+00,-7.180E+00
2,09/2/2026,14:58:41.564,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.46E+00,-14.53E+00,+2.70E+00,-7.218E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.29E+00,-14.60E+00,+2.95E+00,-7.256E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.11E+00,-14.68E+00,+3.19E+00,-7.287E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+10.94E+00,-14.74E+00,+3.43E+00,-7.317E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+10.76E+00,-14.80E+00,+3.66E+00,-7.348E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+10.58E+00,-14.86E+00,+3.91E+00,-7.371E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+10.41E+00,-14.91E+00,+4.14E+00,-7.401E+00
2,09/2/2026,14:58:41.564,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+10.24E+00,-14.97E+00,+4.36E+00,-7.424E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+10.06E+00,-15.02E+00,+4.59E+00,-7.447E+00
2,09/2/2026,14:58:41.564,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+9.87E+00,-15.06E+00,+4.82E+00,-7.470E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+9.69E+00,-15.09E+00,+5.05E+00,-7.485E+00
2,09/2/2026,14:58:41.565,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+9.51E+00,-15.14E+00,+5.26E+00,-7.508E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+9.32E+00,-15.18E+00,+5.48E+00,-7.523E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+9.14E+00,-15.21E+00,+5.71E+00,-7.539E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+8.97E+00,-15.24E+00,+5.92E+00,-7.554E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+8.79E+00,-15.28E+00,+6.12E+00,-7.569E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+8.61E+00,-15.31E+00,+6.33E+00,-7.584E+00
2,09/2/2026,14:58:41.565,-0.14E+00,-0.05E+00,+0.05E+00,-0.05E+00,+8.41E+00,-15.34E+00,+6.55E+00,-7.592E+00
2,09/2/2026,14:58:41.565,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+8.23E+00,-15.35E+00,+6.76E+00,-7.600E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+8.04E+00,-15.38E+00,+6.97E+00,-7.615E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+7.86E+00,-15.40E+00,+7.17E+00,-7.630E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+7.68E+00,-15.43E+00,+7.39E+00,-7.630E+00
2,09/2/2026,14:58:41.565,-0.14E+00,-0.05E+00,+0.05E+00,-0.05E+00,+7.48E+00,-15.44E+00,+7.58E+00,-7.638E+00
2,09/2/2026,14:58:41.565,-0.14E+00,-0.05E+00,+0.05E+00,-0.05E+00,+7.28E+00,-15.46E+00,+7.81E+00,-7.645E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+7.10E+00,-15.47E+00,+8.01E+00,-7.653E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+6.91E+00,-15.47E+00,+8.21E+00,-7.653E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+6.71E+00,-15.49E+00,+8.41E+00,-7.661E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+6.52E+00,-15.50E+00,+8.61E+00,-7.661E+00
2,09/2/2026,14:58:41.565,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+6.32E+00,-15.49E+00,+8.81E+00,-7.661E+00
2,09/2/2026,14:58:41.565,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+6.12E+00,-15.49E+00,+9.02E+00,-7.661E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+5.91E+00,-15.49E+00,+9.22E+00,-7.653E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+5.71E+00,-15.49E+00,+9.43E+00,-7.653E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+5.49E+00,-15.49E+00,+9.63E+00,-7.653E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+5.28E+00,-15.47E+00,+9.84E+00,-7.645E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+5.05E+00,-15.46E+00,+10.04E+00,-7.638E+00
2,09/2/2026,14:58:41.566,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+4.84E+00,-15.46E+00,+10.25E+00,-7.630E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+4.62E+00,-15.43E+00,+10.45E+00,-7.622E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+4.39E+00,-15.41E+00,+10.65E+00,-7.607E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+4.18E+00,-15.38E+00,+10.83E+00,-7.592E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+3.95E+00,-15.35E+00,+11.02E+00,-7.569E+00
2,09/2/2026,14:58:41.566,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+3.74E+00,-15.29E+00,+11.19E+00,-7.546E+00
2,09/2/2026,14:58:41.566,-0.14E+00,-0.05E+00,+0.05E+00,-0.05E+00,+3.51E+00,-15.23E+00,+11.35E+00,-7.508E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+3.28E+00,-15.15E+00,+11.51E+00,-7.470E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+3.05E+00,-15.06E+00,+11.66E+00,-7.424E+00
2,09/2/2026,14:58:41.566,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+2.81E+00,-14.97E+00,+11.80E+00,-7.378E+00
