EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-3.28E+00,-4.70E+00,+6.96E+00,-2.159E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-3.37E+00,-4.61E+00,+6.97E+00,-2.114E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-3.48E+00,-4.52E+00,+6.99E+00,-2.068E+00
2,05/2/2026,11:00:29.163,-0.09E+00,+0.00E+00,+0.05E+00,+0.00E+00,-3.57E+00,-4.43E+00,+7.00E+00,-2.022E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-3.66E+00,-4.32E+00,+7.02E+00,-1.976E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,-3.75E+00,-4.23E+00,+7.03E+00,-1.930E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-3.85E+00,-4.14E+00,+7.03E+00,-1.885E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-3.95E+00,-4.03E+00,+7.05E+00,-1.831E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-4.04E+00,-3.92E+00,+7.07E+00,-1.785E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-4.14E+00,-3.83E+00,+7.07E+00,-1.732E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-4.23E+00,-3.71E+00,+7.08E+00,-1.679E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-4.32E+00,-3.60E+00,+7.10E+00,-1.625E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,-4.43E+00,-3.51E+00,+7.10E+00,-1.579E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,-4.52E+00,-3.40E+00,+7.11E+00,-1.526E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-4.61E+00,-3.30E+00,+7.11E+00,-1.473E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,-4.70E+00,-3.17E+00,+7.13E+00,-1.419E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,-4.79E+00,-3.07E+00,+7.13E+00,-1.373E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-4.88E+00,-2.96E+00,+7.13E+00,-1.320E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-4.97E+00,-2.85E+00,+7.14E+00,-1.267E+00
2,05/2/2026,11:00:29.163,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-5.05E+00,-2.73E+00,+7.14E+00,-1.213E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-5.14E+00,-2.62E+00,+7.14E+00,-1.160E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,-5.23E+00,-2.52E+00,+7.14E+00,-1.106E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-5.31E+00,-2.40E+00,+7.16E+00,-1.053E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-5.40E+00,-2.29E+00,+7.16E+00,-1.000E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,-5.48E+00,-2.17E+00,+7.16E+00,-0.946E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-5.55E+00,-2.06E+00,+7.14E+00,-0.893E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-5.63E+00,-1.94E+00,+7.14E+00,-0.832E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-5.71E+00,-1.82E+00,+7.13E+00,-0.778E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,-5.78E+00,-1.71E+00,+7.10E+00,-0.725E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-5.86E+00,-1.59E+00,+7.05E+00,-0.664E+00
2,05/2/2026,11:00:29.164,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-5.92E+00,-1.46E+00,+7.00E+00,-0.610E+00
