EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,-2.69E+00,+16.40E+00,-14.10E+00,+8.134E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,-2.43E+00,+16.28E+00,-14.22E+00,+8.073E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,-2.15E+00,+16.15E+00,-14.36E+00,+8.004E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-1.88E+00,+16.01E+00,-14.48E+00,+7.928E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-1.60E+00,+15.86E+00,-14.60E+00,+7.851E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-1.33E+00,+15.69E+00,-14.73E+00,+7.775E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-1.05E+00,+15.53E+00,-14.86E+00,+7.691E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-0.78E+00,+15.37E+00,-14.97E+00,+7.615E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-0.49E+00,+15.21E+00,-15.09E+00,+7.531E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-0.20E+00,+15.05E+00,-15.20E+00,+7.439E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+0.08E+00,+14.86E+00,-15.31E+00,+7.355E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+0.35E+00,+14.70E+00,-15.41E+00,+7.271E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+0.64E+00,+14.51E+00,-15.52E+00,+7.180E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+0.92E+00,+14.33E+00,-15.61E+00,+7.088E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+1.21E+00,+14.16E+00,-15.72E+00,+6.997E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+1.48E+00,+13.98E+00,-15.81E+00,+6.898E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+1.77E+00,+13.78E+00,-15.90E+00,+6.806E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+2.06E+00,+13.60E+00,-15.99E+00,+6.707E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+2.32E+00,+13.40E+00,-16.07E+00,+6.615E+00
2,05/2/2026,18:37:26.776,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,+2.61E+00,+13.20E+00,-16.16E+00,+6.516E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+2.88E+00,+13.00E+00,-16.24E+00,+6.417E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+3.16E+00,+12.80E+00,-16.31E+00,+6.310E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+3.42E+00,+12.60E+00,-16.37E+00,+6.211E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+3.69E+00,+12.41E+00,-16.44E+00,+6.112E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+3.95E+00,+12.21E+00,-16.50E+00,+6.013E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,+4.21E+00,+12.01E+00,-16.56E+00,+5.913E+00
2,05/2/2026,18:37:26.777,-0.05E+00,-0.05E+00,+0.00E+00,+0.00E+00,+4.47E+00,+11.80E+00,-16.62E+00,+5.814E+00
2,05/2/2026,18:37:26.777,-0.05E+00,-0.05E+00,+0.05E+00,+0.00E+00,+4.73E+00,+11.58E+00,-16.66E+00,+5.707E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+4.99E+00,+11.38E+00,-16.73E+00,+5.600E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+5.25E+00,+11.17E+00,-16.76E+00,+5.494E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+5.49E+00,+10.97E+00,-16.82E+00,+5.394E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+5.75E+00,+10.76E+00,-16.86E+00,+5.288E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+6.00E+00,+10.54E+00,-16.91E+00,+5.181E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+6.26E+00,+10.33E+00,-16.94E+00,+5.082E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+6.50E+00,+10.12E+00,-16.98E+00,+4.975E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+6.75E+00,+9.92E+00,-17.02E+00,+4.868E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+6.99E+00,+9.71E+00,-17.05E+00,+4.761E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+7.23E+00,+9.49E+00,-17.08E+00,+4.654E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+7.46E+00,+9.28E+00,-17.11E+00,+4.548E+00
2,05/2/2026,18:37:26.777,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+7.71E+00,+9.06E+00,-17.14E+00,+4.441E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+7.94E+00,+8.84E+00,-17.14E+00,+4.334E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+8.18E+00,+8.62E+00,-17.15E+00,+4.219E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+8.42E+00,+8.39E+00,-17.18E+00,+4.105E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,+8.67E+00,+8.16E+00,-17.20E+00,+3.991E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,+8.90E+00,+7.95E+00,-17.20E+00,+3.884E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+9.14E+00,+7.72E+00,-17.21E+00,+3.769E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+9.37E+00,+7.49E+00,-17.23E+00,+3.655E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+9.61E+00,+7.26E+00,-17.23E+00,+3.540E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+9.86E+00,+7.02E+00,-17.23E+00,+3.418E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+10.09E+00,+6.78E+00,-17.23E+00,+3.304E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+10.33E+00,+6.55E+00,-17.23E+00,+3.182E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+10.58E+00,+6.30E+00,-17.23E+00,+3.060E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+10.80E+00,+6.06E+00,-17.23E+00,+2.945E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.03E+00,+5.81E+00,-17.23E+00,+2.823E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.28E+00,+5.59E+00,-17.23E+00,+2.701E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,+11.49E+00,+5.34E+00,-17.20E+00,+2.587E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+11.72E+00,+5.11E+00,-17.18E+00,+2.472E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.93E+00,+4.87E+00,-17.17E+00,+2.350E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+12.13E+00,+4.64E+00,-17.14E+00,+2.236E+00
2,05/2/2026,18:37:26.778,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+12.35E+00,+4.39E+00,-17.11E+00,+2.114E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.54E+00,+4.15E+00,-17.05E+00,+1.984E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.74E+00,+3.89E+00,-16.98E+00,+1.862E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.93E+00,+3.63E+00,-16.91E+00,+1.732E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.09E+00,+3.37E+00,-16.82E+00,+1.602E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.25E+00,+3.10E+00,-16.71E+00,+1.465E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.40E+00,+2.82E+00,-16.59E+00,+1.328E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.55E+00,+2.56E+00,-16.45E+00,+1.198E+00
2,05/2/2026,18:37:26.779,-0.05E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.69E+00,+2.29E+00,-16.33E+00,+1.061E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+13.81E+00,+2.01E+00,-16.19E+00,+0.931E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.95E+00,+1.75E+00,-16.07E+00,+0.801E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.09E+00,+1.50E+00,-15.93E+00,+0.664E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+14.22E+00,+1.22E+00,-15.79E+00,+0.534E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.34E+00,+0.95E+00,-15.66E+00,+0.404E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.47E+00,+0.69E+00,-15.52E+00,+0.267E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.59E+00,+0.43E+00,-15.37E+00,+0.137E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.70E+00,+0.15E+00,-15.21E+00,+0.000E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.82E+00,-0.12E+00,-15.06E+00,-0.130E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.91E+00,-0.38E+00,-14.89E+00,-0.267E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+15.00E+00,-0.66E+00,-14.71E+00,-0.397E+00
2,05/2/2026,18:37:26.779,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+15.09E+00,-0.93E+00,-14.53E+00,-0.534E+00
2,05/2/2026,18:37:26.780,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+15.18E+00,-1.22E+00,-14.33E+00,-0.671E+00
2,05/2/2026,18:37:26.780,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,+15.28E+00,-1.50E+00,-14.15E+00,-0.816E+00
2,05/2/2026,18:37:26.780,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+15.35E+00,-1.77E+00,-13.95E+00,-0.954E+00
2,05/2/2026,18:37:26.780,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+15.43E+00,-2.06E+00,-13.75E+00,-1.091E+00
